tconst,averageRating,numVotes
tt0963354,4.5,75
tt0963743,6.3,29216
tt0963792,6.1,72
tt0963794,5.9,78030
tt0963878,4.1,16
tt0963915,5.1,1676
tt0963948,6.2,46
tt0963965,5.6,7461
tt0963966,6.1,166519
tt0963973,4.7,31
tt0963977,5.7,239
tt0964005,7.7,18
tt0964179,3.9,707
tt0964185,6.8,13408
tt0964510,8.6,108
tt0964516,6.9,12858
tt0964517,7.8,378874
tt0964529,3.4,309
tt0964539,5.9,32909
tt0964544,8.0,23
tt0964586,6.9,3606
tt0964587,5.8,23220
tt0965350,7.4,13
tt0965367,4.1,1406
tt0965371,6.2,56
tt0965373,8.0,26
tt0965375,4.8,733
tt0965405,5.9,199
tt0965435,7.7,24
tt0965553,6.1,21
tt0967464,6.3,43
tt0967925,6.7,18
tt0967945,6.4,3291
tt0968264,6.9,29470
tt0968334,7.4,42
tt0968738,2.5,403
tt0968740,7.9,18
tt0968748,7.2,18
tt0968762,5.6,70
tt0969226,5.6,333
tt0969250,4.8,833
tt0969256,7.3,32
tt0969257,5.9,219
tt0969268,6.7,2098
tt0969269,7.1,7920
tt0969270,6.6,13
tt0969274,6.4,244
tt0969292,4.4,112
tt0969299,3.1,126
tt0969345,7.4,1849
tt0969348,5.1,176
tt0969367,7.0,776
tt0969644,4.8,76
tt0969648,7.4,110
tt0969650,6.6,13
tt0969653,3.1,6567
tt0969694,5.9,105
tt0969701,6.9,619
tt0969706,4.1,578
tt0969711,5.0,213
tt0970170,6.7,67
tt0970179,7.5,329764
tt0970199,6.3,16
tt0970411,6.4,68223
tt0970416,5.5,175217
tt0970452,6.1,75078
tt0970453,3.2,457
tt0970462,4.7,4999
tt0970468,7.0,29238
tt0970472,6.8,7787
tt0970519,3.6,217
tt0970520,4.0,425
tt0970527,7.7,29
tt0970529,5.4,898
tt0970531,7.4,35
tt0970833,5.5,27
tt0970866,5.5,116128
tt0970922,7.0,159
tt0970933,6.3,1623
tt0970935,6.2,715
tt0970936,5.7,25
tt0970953,7.1,41
tt0971162,7.4,961
tt0971163,7.2,6
tt0971170,6.4,416
tt0971204,5.9,733
tt0971209,6.5,74934
tt0972387,4.9,44
tt0972544,6.3,5267
tt0972546,6.3,292
tt0972552,5.6,75
tt0972554,7.7,57
tt0972555,6.1,2992
tt0972558,5.1,5662
tt0972563,5.7,161
tt0972566,7.7,30
tt0972571,5.6,120
tt0972572,5.2,20
tt0972759,5.0,108
tt0972786,3.5,86
tt0972805,5.3,62
tt0972848,7.7,11
tt0972855,4.5,240
tt0972857,3.4,1763
tt0972878,5.3,46
tt0972883,7.0,11585
tt0972905,4.9,73
tt0973783,7.7,4049
tt0973785,5.3,1049
tt0973790,4.3,1767
tt0973808,5.3,540
tt0973809,3.4,236
tt0973844,6.8,5281
tt0973847,5.1,521
tt0974005,3.2,483
tt0974014,6.6,14863
tt0974015,6.1,465955
tt0974536,4.7,1647
tt0974554,6.7,22945
tt0974584,4.8,263
tt0974587,5.1,18
tt0974613,5.4,12225
tt0974657,3.6,331
tt0974661,6.4,209077
tt0974662,6.2,798
tt0974977,4.7,4392
tt0974980,6.3,37
tt0975645,6.8,77739
tt0975676,6.4,441
tt0975684,7.2,1931
tt0975699,3.7,189
tt0975720,5.6,498
tt0975738,4.7,869
tt0975744,7.2,435
tt0976024,3.2,244
tt0976026,6.8,5467
tt0976035,3.5,168
tt0976040,5.3,116
tt0976042,6.9,1146
tt0976043,7.1,48
tt0976051,7.6,252571
tt0976054,7.7,22
tt0976060,7.0,11450
tt0976145,6.6,169
tt0976162,6.2,25
tt0976165,6.4,27
tt0976168,3.8,19
tt0976176,5.4,10
tt0976212,6.3,272
tt0976216,5.8,3055
tt0976222,6.3,14954
tt0976227,4.2,217
tt0976238,5.3,38910
tt0976246,5.9,5288
tt0976247,4.6,8982
tt0977203,6.9,93
tt0977214,5.6,7339
tt0977637,6.2,1095
tt0977639,5.0,11
tt0977646,6.5,68
tt0977658,2.7,280
tt0977661,7.5,20
tt0977668,5.3,779
tt0977669,3.2,1543
tt0977671,6.9,50
tt0977836,7.0,51
tt0977855,6.8,50252
tt0978356,6.5,107
tt0978570,5.6,289
tt0978645,7.9,23
tt0978670,5.4,1195
tt0978759,7.1,26119
tt0978762,8.1,181774
tt0978764,6.0,247303
tt0978797,4.9,2137
tt0978800,4.8,359
tt0978833,5.7,470
tt0979434,5.0,11348
tt0979856,6.3,22
tt0979876,3.8,53
tt0979900,5.5,135
tt0979906,6.7,16
tt0979907,7.2,73
tt0979910,4.8,58
tt0979917,5.9,474
tt0980967,7.0,78
tt0980970,6.3,160555
tt0980976,5.7,422
tt0980999,5.9,563
tt0981042,7.0,3011
tt0981071,4.4,19
tt0981072,6.9,14314
tt0981086,6.2,61
tt0981215,6.5,86
tt0981224,5.0,4290
tt0981227,6.6,94206
tt0981286,6.4,913
tt0981355,7.6,8
tt0982872,7.1,77
tt0982893,5.4,1227
tt0982914,3.7,626
tt0982917,8.0,92
tt0982922,4.8,315
tt0982934,4.7,53
tt0982939,5.3,786
tt0983190,5.3,21
tt0983193,7.3,237640
tt0983213,7.5,61164
tt0983250,3.0,255
tt0983909,6.6,2489
tt0983946,4.9,55474
tt0983990,8.2,2571
tt0984039,6.8,94
tt0984055,6.7,161
tt0984057,6.1,328
tt0984067,4.5,26
tt0984084,5.7,84
tt0984118,3.4,1096
tt0984126,6.1,14
tt0984155,5.9,2314
tt0984183,7.6,60
tt0984200,5.8,8931
tt0984205,8.9,20
tt0984210,4.7,710
tt0984227,5.3,42
tt0984229,2.5,318
tt0984248,6.3,34
tt0985025,4.4,6961
tt0985047,5.0,1032
tt0985049,2.8,189
tt0985051,3.5,290
tt0985056,5.8,61
tt0985057,3.9,86
tt0985058,6.2,7977
tt0985060,3.9,187
tt0985593,4.6,2843
tt0985597,6.3,771
tt0985606,7.4,27
tt0985636,5.4,2642
tt0985678,6.4,79
tt0985680,5.0,841
tt0985694,6.6,201105
tt0985695,5.2,1341
tt0985699,7.1,252228
tt0986213,6.2,3428
tt0986220,5.3,633
tt0986230,6.5,791
tt0986233,7.5,72080
tt0986263,6.3,178055
tt0986264,8.3,199422
tt0986271,6.6,14
tt0986329,8.4,3722
tt0986346,7.0,57
tt0986347,8.4,61
tt0986361,3.9,267
tt0986362,3.3,135
tt0987918,5.0,3736
tt0988035,6.9,129
tt0988043,4.1,2538
tt0988045,7.6,651103
tt0988046,8.0,65
tt0988047,6.9,58549
tt0988083,4.4,3044
tt0988090,7.2,34
tt0988109,7.1,14
tt0988133,3.7,21
tt0988140,4.4,110
tt0988595,6.1,169752
tt0988655,4.4,227
tt0988849,5.2,11379
tt0988858,6.2,53
tt0988868,4.2,170
tt0988876,5.4,23
tt0988982,6.7,4476
tt0989000,7.2,8302
tt0989007,6.3,1262
tt0989603,5.4,244
tt0989622,5.4,1091
tt0989654,4.0,236
tt0989681,4.6,117
tt0989757,6.3,153918
tt0989760,5.1,1340
tt0989868,6.8,160
tt0990361,6.3,1822
tt0990363,2.9,971
tt0990368,8.7,6
tt0990372,7.8,3574
tt0990376,3.9,723
tt0990377,8.1,71
tt0990404,7.2,4642
tt0990407,5.8,162858
tt0990413,7.2,5050
tt0990422,8.0,102
tt0990427,6.9,984
tt0990433,6.5,154
tt0990443,6.8,202
tt0990444,6.3,37
tt0990446,4.7,48
tt0991150,4.7,2399
tt0991167,5.9,3084
tt0991173,7.7,70
tt0991174,5.7,2069
tt0991219,6.0,233
tt0991232,4.8,100
tt0991243,6.1,1757
tt0991246,6.3,52
tt0991272,5.2,130
tt0991346,6.3,10462
tt0991347,5.4,646
tt0991351,7.1,1002
tt0992911,6.7,13556
tt0992915,8.4,62
tt0992971,6.9,58
tt0992981,8.4,12
tt0992991,7.8,47
tt0992998,6.8,22
tt0993748,6.7,2248
tt0993753,4.5,224
tt0993755,6.4,516
tt0993782,6.3,36
tt0993789,7.0,7398
tt0993790,6.8,83
tt0993840,5.8,179629
tt0993841,5.2,2398
tt0993842,6.8,203420
tt0993846,8.2,1478819
tt0994731,7.6,9
tt0994794,6.2,223
tt0994893,6.1,35
tt0994917,5.5,1653
tt0994998,5.5,117
tt0995029,6.5,1595
tt0995031,7.4,30530
tt0995035,6.4,7077
tt0995039,6.7,76162
tt0995047,5.4,22
tt0995060,5.8,900
tt0995063,5.0,121
tt0995739,6.7,3145
tt0995740,7.3,8331
tt0995747,7.2,3553
tt0995752,3.8,5670
tt0995827,4.4,1206
tt0995829,7.0,14653
tt0995840,2.3,1705
tt0995842,5.3,109
tt0995845,4.5,5076
tt0995850,6.5,1271
tt0995851,6.4,5206
tt0995854,5.9,2468
tt0995860,7.4,6
tt0995867,5.1,12
tt0995868,7.1,20047
tt0996605,7.0,9896
tt0996664,3.5,258
tt0996908,6.3,50
tt0996912,6.9,133
tt0996913,2.0,305
tt0996918,5.9,217
tt0996925,6.2,854
tt0996928,4.7,64
tt0996930,7.0,3420
tt0996934,5.5,2544
tt0996948,6.9,2064
tt0996952,6.2,587
tt0996958,2.2,637
tt0996962,5.3,332
tt0996963,6.7,194
tt0996967,6.0,5218
tt0996979,5.6,8945
tt0997032,7.7,38
tt0997038,5.3,887
tt0997047,4.3,16451
tt0997057,7.2,1525
tt0997062,7.0,331
tt0997084,6.3,1869
tt0997138,7.1,1000
tt0997142,3.9,98
tt0997143,2.8,995
tt0997147,6.2,3904
tt0997152,6.4,56154
tt0997184,7.2,1440
tt0997212,9.6,13
tt0997218,2.7,137
tt0997229,6.6,1935
tt0997246,7.9,10858
tt0997260,4.7,492
tt0997262,8.3,30
tt0997263,6.4,2556
tt0997264,6.8,27
tt0997274,7.4,2078
tt0997280,6.1,332
tt0997282,5.1,1958
tt0999865,8.3,64
tt0999872,6.3,2735
tt0999882,8.0,8
tt0999904,7.4,15
tt0999905,7.1,181
tt0999913,5.8,35254
tt0999963,7.8,51
tt0999970,3.4,236
tt0999972,3.3,539
tt1000017,4.0,177
tt1000020,5.4,37
tt1000070,7.3,1695
tt1000095,5.9,2812
tt1000146,3.5,124
tt1000158,7.0,353
tt10003008,5.7,35514
tt10003618,6.9,391
tt10003994,7.9,292
tt10004108,4.7,1264
tt10004368,7.0,1320
tt10004396,4.8,60
tt10004456,7.2,168
tt10004574,4.7,29
tt10004944,3.9,333
tt10005184,7.5,55
tt10005378,5.2,16
tt10005622,4.8,133
tt10006006,5.4,7404
tt10006160,4.8,379
tt10006270,4.9,732
tt1000706,8.1,20
tt1000768,6.0,379
tt1000769,6.9,587
tt1000774,5.7,124789
tt10008784,6.3,4122
tt10009030,5.8,3343
tt10009434,5.3,277
tt10009878,5.7,25
tt10010814,7.2,119
tt10011146,7.7,7
tt10011228,5.3,2461
tt10011244,5.6,24
tt10011336,6.3,1725
tt10012964,7.9,311
tt10013634,7.9,12
tt10014838,6.4,217
tt1001508,6.4,178466
tt1001521,8.5,22
tt10015244,4.7,5043
tt1001526,7.3,279428
tt1001534,5.3,769
tt1001540,4.4,158
tt10015418,6.6,39
tt10015432,7.4,556
tt1001548,4.6,1288
tt1001549,4.6,81
tt1001562,3.4,6462
tt10015812,6.2,315
tt10016180,6.3,112722
tt10016532,6.4,637
tt10017680,5.8,762
tt10019108,5.8,287
tt10019402,7.1,392
tt10020682,7.4,48
tt10021582,2.5,273
tt10022384,5.6,855
tt10022716,5.9,546
tt10022782,6.2,45
tt10023022,5.6,9934
tt10023024,4.7,10099
tt10023150,5.3,647
tt10023172,5.5,866
tt10023286,6.2,9610
tt1002446,7.2,12
tt1002536,6.5,1491
tt1002561,4.8,1244
tt1002563,5.7,3780
tt1002567,6.7,4817
tt1002569,6.4,50
tt1002741,8.5,11
tt1002759,6.4,175
tt1002760,6.6,326
tt1002765,6.8,490
tt10027720,4.8,51
tt10028196,5.6,176095
tt1002966,5.9,4999
tt1002974,2.6,147
tt1002992,4.7,2291
tt1003009,6.2,594
tt1003010,5.8,1745
tt1003014,5.5,131
tt1003023,6.4,1215
tt1003025,6.6,116
tt1003027,5.8,432
tt1003034,6.3,7099
tt1003052,6.3,3685
tt1003056,5.2,88
tt10032266,6.7,667
tt10032342,7.7,877
tt10032574,6.4,754
tt10034272,7.9,554
tt10035194,5.4,232
tt10035478,6.4,357
tt10037014,5.9,8904
tt10037934,5.2,213
tt10038028,3.2,56
tt10038660,6.3,89
tt10039338,5.4,110
tt10039344,5.4,42293
tt10039354,5.3,175
tt10039364,6.4,86
tt10039468,6.6,511
tt10039524,5.3,796
tt10040978,3.2,220
tt10041952,7.4,111
tt10042622,6.0,115
tt10042788,5.4,382
tt10042868,8.7,139
tt10043458,7.1,19
tt10043660,4.2,1107
tt10043746,7.1,55
tt10044040,4.7,193
tt10044182,5.5,346
tt10044220,7.3,313
tt10044704,6.2,212
tt10044946,6.4,26
tt10045434,6.9,2278
tt10045688,4.7,26
tt10046522,5.8,44
tt10046694,6.1,232
tt10047904,7.0,720
tt10047958,3.5,4609
tt10048556,3.6,334
tt10049262,5.3,169
tt10049768,7.3,10
tt10049848,2.9,376
tt10050098,6.8,10
tt10050274,6.2,31
tt10051088,6.9,341
tt10051320,5.1,238
tt10051586,2.4,442
tt10052156,5.8,86
tt10052290,6.4,204
tt10052928,4.9,155
tt10053426,3.3,175
tt10054316,4.4,2424
tt10054544,8.4,45
tt10054604,3.5,29
tt10054778,6.6,81
tt10054876,6.7,606
tt10054946,6.9,772
tt10055546,5.3,1193
tt10055770,7.1,1827
tt10056224,5.3,598
tt10056510,4.9,209
tt10059236,4.9,312
tt10059518,6.0,72851
tt10060094,5.6,19278
tt10060386,4.8,87
tt10061256,4.4,553
tt10061464,3.4,81
tt10062338,5.4,1180
tt10062556,4.2,24752
tt10062614,5.4,4659
tt10062628,6.1,184
tt10062704,6.0,26
tt10063580,6.4,176
tt10064134,4.5,59
tt10064270,6.2,51
tt10065576,5.9,14
tt10065694,5.8,28708
tt10065750,5.8,26
tt10065976,5.9,582
tt10066040,6.4,419
tt10066162,6.2,335
tt10066432,4.3,502
tt10068158,7.4,784
tt10068544,7.8,929
tt10068716,7.4,34
tt10068916,8.0,4807
tt1006901,6.8,31
tt1006904,6.0,297
tt1006907,3.7,296
tt1006908,7.1,636
tt10069166,4.0,1654
tt1006925,8.7,22
tt1006926,7.2,2293
tt1006929,5.0,766
tt1007018,5.5,3661
tt1007028,6.5,180306
tt1007029,6.4,111840
tt1007032,3.6,1355
tt10070730,5.0,183
tt10071352,6.7,213
tt10071462,3.1,48
tt10071606,9.2,95
tt10072662,5.5,596
tt10073452,7.0,384
tt10074426,6.7,35
tt10074486,5.9,116
tt10074536,5.9,71
tt10075070,6.1,66
tt10075380,6.1,214
tt10075442,6.8,213
tt10075536,6.1,186
tt10075604,5.5,49
tt10075650,4.6,224
tt10076106,4.8,791
tt10076722,5.2,211
tt10077034,4.2,2908
tt10077042,6.7,11
tt10077544,6.4,1912
tt10077706,5.5,70
tt10077998,6.5,1410
tt10078138,5.8,15
tt10078664,4.7,69
tt10078676,4.9,8
tt10078764,4.5,23
tt10078894,2.8,98
tt10078904,1.4,432
tt10079448,8.0,29
tt1007950,5.5,1306
tt10079698,5.0,117
tt10080052,7.0,30
tt10080086,4.9,58
tt10080092,4.8,141
tt1008010,6.1,1623
tt1008015,8.0,19
tt1008017,6.1,3121
tt1008023,1.1,922
tt10080270,5.9,1227
tt1008039,5.3,98
tt1008046,7.3,44
tt10080924,7.2,930
tt10081116,5.4,885
tt10081154,5.1,16
tt10081202,7.1,442
tt10081238,4.5,21
tt10081402,2.1,246
tt10081596,4.1,254
tt10081728,5.7,150
tt10081762,6.1,5266
tt10081788,5.2,25
tt10083174,4.3,5174
tt10083340,7.8,58636
tt10083640,6.9,27030
tt10084190,6.1,2388
tt10085296,5.8,49
tt10085338,5.7,1756
tt10086502,5.7,269
tt10086648,5.1,31
tt10086784,7.3,111
tt10086834,6.6,201
tt1008688,6.5,9
tt10086930,7.1,61
tt10087134,4.6,771
tt10087448,5.8,86
tt10088006,6.8,82
tt10088984,6.9,1810
tt10090058,5.3,781
tt1009011,4.7,95
tt1009012,4.1,624
tt1009017,2.7,7655
tt1009019,4.3,310
tt10090744,7.3,88
tt10091268,6.6,93
tt10091272,1.5,18
tt10091530,4.9,2990
tt10091696,4.3,826
tt10092736,5.7,49
tt10092752,5.2,2771
tt10092860,7.3,84
tt10095262,7.6,13
tt10095308,6.2,611
tt10095498,8.4,8
tt10095582,7.1,37153
tt10096422,7.8,157
tt10096842,4.7,6806
tt10097346,6.5,14
tt10097362,3.8,312
tt10097364,6.3,371
tt10097384,5.4,397
tt10097436,6.9,465
tt10097458,6.5,15
tt10097470,8.6,35
tt10097484,5.1,489
tt10097530,5.5,90
tt10097544,5.8,1853
tt10097816,6.0,52
tt10097832,6.1,47
tt10097958,5.2,138
tt10098042,6.0,10
tt10098112,7.4,58
tt10098288,4.3,10644
tt10098374,3.9,36
tt10098442,6.2,68
tt10098452,6.5,521
tt10098494,6.0,363
tt1009986,5.8,24
tt1010012,5.6,495
tt1010020,5.6,170
tt1010027,6.6,222
tt1010033,7.1,11
tt1010048,8.0,861193
tt1010052,5.1,315
tt10100966,6.8,112
tt10101702,6.8,4213
tt10101782,6.0,72
tt10101806,6.2,219
tt10101846,6.5,430
tt10102080,6.4,80
tt10102192,5.0,80
tt10102328,6.3,76
tt10102350,4.0,667
tt10102402,6.4,183
tt10102408,3.8,13
tt1010271,6.0,22254
tt10103028,4.8,738
tt1010380,5.2,11
tt1010400,5.0,49
tt1010402,6.4,20
tt1010409,4.8,131
tt1010412,5.8,165
tt1010422,6.6,2967
tt1010435,6.6,2068
tt1010436,5.4,49
tt1010445,3.5,1386
tt10104502,6.3,270
tt1010455,6.4,230
tt1010468,5.6,68
tt10105358,6.9,16
tt10107222,6.6,1143
tt10107868,8.9,31
tt10108074,6.4,5
tt10108544,5.7,856
tt10109752,3.2,17
tt10110022,4.6,80
tt10110180,6.0,143
tt10110614,6.8,4870
tt10110872,1.5,161
tt10111180,7.8,171
tt10111182,4.5,74
tt10111568,7.1,239
tt10111746,6.7,207
tt10112466,4.6,140
tt10115562,6.0,2235
tt10115644,5.1,73
tt10116022,4.0,144
tt10116478,7.3,69
tt10116488,6.5,98
tt10117046,7.0,35
tt10117402,6.4,472
tt10117768,6.8,1254
tt10121110,6.7,19
tt10121392,4.5,44044
tt10121508,6.4,838
tt10121762,7.0,931
tt10122334,6.3,7
tt10122392,7.0,787
tt10122486,7.3,76
tt10122618,6.6,109
tt10123698,6.4,898
tt10124442,7.1,10
tt10124714,6.7,271
tt10125662,2.9,928
tt10125774,6.5,14
tt10125986,3.7,182
tt10126040,5.7,524
tt10126136,4.0,4289
tt10126368,4.6,145
tt10126434,5.7,4674
tt10126628,5.2,28
tt10126780,7.0,61
tt1012729,6.2,2153
tt10127410,4.4,172
tt10127464,5.7,48
tt10127546,9.0,353
tt10127562,6.5,3042
tt10127684,6.1,9507
tt10127708,5.8,4877
tt10127760,7.5,188
tt1012804,6.7,21326
tt10131024,5.8,10044
tt10131028,4.1,139
tt10131762,5.5,761
tt10132068,6.0,121
tt10132976,6.1,886
tt10133300,8.0,1607
tt10133378,5.3,337
tt10133780,6.2,82
tt1013607,7.0,3384
tt1013651,4.9,878
tt10136634,7.7,23
tt10136880,4.8,358
tt1013743,6.3,204129
tt10137486,4.2,5
tt1013752,6.5,300552
tt1013753,7.5,176873
tt1013856,6.2,1786
tt1013860,5.1,15433
tt10140002,7.8,468
tt10140310,5.3,26
tt10140922,6.3,560
tt10141026,5.7,88
tt10141678,4.5,19
tt10143308,5.4,267
tt10143498,6.2,2202
tt10146208,6.4,395
tt1014672,7.6,12055
tt1014693,6.7,575
tt10147284,4.0,6
tt10147382,6.4,2090
tt10147568,6.0,89
tt10147580,5.7,1981
tt1014759,6.4,427555
tt1014763,6.4,73597
tt1014766,6.1,255
tt1014774,7.1,2379
tt1014775,3.9,25235
tt1014783,7.9,44
tt10147910,5.6,1085
tt10147936,3.0,398
tt1014794,5.8,21
tt1014798,2.1,211
tt1014806,6.3,5692
tt1014807,5.1,156
tt1014808,5.1,177
tt10148118,4.7,3393
tt10149080,6.3,143
tt10149800,3.6,9
tt10149868,4.2,1642
tt10150980,6.2,6
tt10151048,5.5,128
tt10151054,5.5,3476
tt10151260,7.1,2628
tt10151630,5.6,7
tt10151656,6.5,92
tt10151968,5.9,10
tt10152200,1.9,182
tt10152214,4.9,229
tt10152722,6.4,448
tt10152736,5.9,31065
tt10153510,7.5,80
tt1015384,8.5,15
tt1015456,7.1,435
tt1015457,6.3,18
tt1015460,4.7,225
tt1015468,6.0,181
tt1015470,5.8,114
tt1015471,6.1,2198
tt1015473,7.5,49
tt1015474,4.7,6695
tt1015477,5.7,118
tt10155126,8.0,14
tt10155342,6.7,1127
tt10155932,4.4,43939
tt10156020,5.6,154
tt10156112,7.3,1196
tt10156426,6.6,32
tt10156578,7.5,33
tt10156586,2.7,121
tt10158634,8.1,52
tt1015976,5.2,3439
tt1015987,2.6,341
tt1016024,3.8,938
tt1016038,8.0,34
tt10160650,6.9,127
tt10160742,8.7,444
tt1016075,5.0,16710
tt10160782,7.9,43
tt1016083,7.0,56
tt10160886,4.9,1921
tt10160896,3.9,310
tt1016090,3.8,2093
tt10160974,4.8,1608
tt10161238,6.1,1327
tt1016145,5.0,12
tt1016150,7.8,213368
tt1016177,2.9,164
tt10161886,5.9,28393
tt1016205,6.7,2831
tt1016226,5.2,82
tt1016241,3.9,1073
tt1016256,4.9,135
tt10162872,7.0,5
tt1016290,7.0,8642
tt1016301,6.6,22242
tt1016317,6.2,70
tt1016318,6.4,11
tt1016321,6.7,2978
tt10164206,3.7,1279
tt10165624,3.4,240
tt10165918,3.6,2272
tt10166508,4.0,776
tt10166836,5.6,10
tt10166838,7.6,22
tt10166880,6.6,177
tt10167422,6.9,407
tt10168094,7.0,11
tt10168670,6.8,45370
tt10168672,4.8,1805
tt10168876,5.6,6
tt10171796,5.6,158
tt10171848,5.3,65
tt10171876,3.2,195
tt10172204,7.5,539
tt10172986,4.5,107
tt10172996,2.2,28
tt1017428,7.3,1726
tt1017430,6.6,173
tt1017442,3.1,586
tt1017451,6.5,50218
tt1017456,6.7,15502
tt1017460,5.8,100028
tt1017461,4.9,425
tt1017464,5.4,8060
tt10175106,6.2,87
tt10175340,5.7,40
tt10176540,6.8,42
tt10178386,6.8,36
tt10178860,3.9,17
tt10178972,5.1,38
tt1018101,6.7,251
tt10181246,6.2,11
tt10181594,5.4,74
tt10181900,8.2,9
tt10181968,9.2,8
tt10182228,5.3,97
tt10182822,6.7,6670
tt10183616,5.5,625
tt10183654,5.4,10
tt10183816,5.3,18015
tt1018671,4.9,8
tt1018710,6.2,160
tt10187130,8.3,70
tt10187146,7.6,112
tt10187208,6.7,24553
tt10187378,7.1,86
tt1018764,7.2,2397
tt1018765,6.1,22916
tt10187680,6.8,5673
tt10187686,7.7,1256
tt10187766,3.0,246
tt10187780,2.9,14
tt10187792,6.4,83
tt10187800,3.8,140
tt10187822,6.1,11
tt1018785,6.2,30162
tt1018789,4.2,313
tt10188020,6.7,10
tt10188074,3.8,34
tt1018809,6.4,194
tt10188148,4.4,10
tt10188156,5.4,18
tt10188162,3.3,123
tt1018818,6.2,16181
tt1018824,4.8,19
tt1018830,6.3,956
tt10188328,5.9,52
tt10188398,5.3,447
tt1018902,5.0,257
tt10189300,7.4,5501
tt10189466,6.1,191
tt10189514,8.7,120034
tt10189536,4.7,2276
tt10189540,5.6,114
tt10190390,3.8,131
tt10192308,3.4,16
tt10192406,6.6,19521
tt10192566,5.0,3985
tt10192598,6.0,45
tt10192704,6.1,5704
tt10193064,6.3,153
tt10193142,8.2,5
tt10193468,7.3,26
tt1019421,4.6,20
tt1019439,7.0,8
tt1019442,8.3,44
tt1019449,8.1,15
tt1019452,7.0,146559
tt10195210,6.1,536
tt10195336,8.3,20
tt10195452,7.0,3746
tt10195614,2.6,1465
tt10195722,5.4,71
tt10195802,6.9,8
tt10195976,6.0,286
tt10196140,6.5,1329
tt10196398,6.7,6164
tt10196464,7.5,5872
tt10196620,4.9,980
tt10197632,4.2,138
tt10197650,5.9,378
tt10198072,4.6,960
tt10198564,4.2,1483
tt10198952,5.7,17
tt1019919,5.3,271
tt10199586,6.7,10058
tt10199588,5.1,30
tt10199590,7.6,26751
tt10199640,7.2,11809
tt10199664,7.2,1643
tt1019966,7.0,263
tt10199668,5.8,302
tt10199670,4.6,1300
tt10199914,6.8,16954
tt10199974,8.0,4649
tt1020022,4.7,298
tt1020048,6.3,23
tt10200522,2.3,28
tt1020055,5.7,9663
tt1020063,5.4,32
tt1020072,7.5,93617
tt10203594,7.6,6
tt10203762,5.0,17
tt10203788,5.7,68
tt10203940,3.2,151
tt10203982,5.6,215
tt10204316,3.6,137
tt10204366,6.7,1846
tt10204512,3.6,727
tt10204704,3.9,80
tt10204940,7.3,2558
tt10204998,5.1,553
tt10205046,5.2,123
tt1020517,5.8,65
tt1020530,6.7,89939
tt1020543,5.8,9543
tt1020558,6.3,84685
tt1020578,4.2,74
tt10206162,6.0,23
tt10206204,4.5,29
tt10206400,5.2,269
tt10206614,6.2,179
tt10206818,6.6,618
tt10207710,4.9,1139
tt1020773,7.2,25764
tt10207850,4.8,442
tt10207954,6.8,632
tt10208194,6.7,2762
tt10208198,6.9,18593
tt1020874,3.9,166
tt1020884,6.7,181
tt1020885,5.1,20544
tt1020886,7.2,12
tt1020889,6.8,785
tt1020899,5.4,110
tt1020936,6.8,285
tt1020940,5.8,10
tt1020950,5.8,227
tt1020955,6.1,2195
tt1020961,7.8,47
tt1020972,7.5,2019
tt1020976,6.6,426
tt1020982,6.2,167
tt1020996,5.3,994
tt1021004,6.6,5490
tt10210882,6.4,92
tt10213380,6.6,1305
tt10214162,6.6,18
tt10214198,5.4,29
tt10214316,4.9,158
tt10214754,6.9,249
tt10214826,8.3,15269
tt10214842,4.3,1528
tt10216812,1.5,219
tt10217148,8.3,30
tt10217550,7.3,2468
tt10217624,7.2,152
tt10217780,6.0,249
tt10218664,6.2,2310
tt10218674,5.7,1053
tt10218782,4.8,38
tt10218878,5.7,11
tt10218912,4.6,2879
tt10219146,7.2,1082
tt10219406,6.0,377
tt10219512,5.0,16
tt10219674,5.3,153
tt10220406,2.6,258
tt10221732,6.8,20
tt10222752,4.9,163
tt10223114,5.1,48
tt10223460,6.1,36396
tt10223546,6.1,790
tt10223850,9.8,12
tt10223876,2.8,385
tt10224624,6.0,494
tt10224714,5.2,17
tt10225092,5.6,222
tt1022513,3.6,391
tt10225288,6.5,195
tt1022571,5.2,127
tt10225926,4.2,594
tt1022603,7.7,534254
tt10228134,5.6,33530
tt10228168,6.7,7634
tt10228188,5.7,82
tt10228204,6.3,1160
tt10228546,6.3,435
tt1022871,4.9,13
tt1022877,5.2,726
tt1022882,5.5,13
tt1022883,4.7,2632
tt1022885,6.6,1010
tt10229550,4.4,36
tt10229558,6.1,19768
tt10229588,7.6,16
tt10229602,5.4,254
tt10229932,7.2,410
tt10229982,6.7,2147
tt10230190,4.0,5
tt10230288,7.0,36
tt10230352,6.1,9
tt10230376,4.4,82
tt10230404,4.4,5654
tt10230414,6.8,7946
tt10230422,5.8,5806
tt10230426,4.1,18976
tt10230436,7.5,1439
tt10230492,5.5,165
tt10230576,7.3,106
tt10230994,5.7,27427
tt1023111,6.5,104241
tt1023114,7.3,119597
tt1023119,5.5,15
tt1023140,7.9,14
tt10231726,3.2,211
tt10232800,7.6,5
tt10233050,8.2,42
tt10233354,4.3,37
tt1023336,8.6,8
tt1023342,6.4,190
tt1023344,3.2,334
tt1023346,6.1,769
tt1023347,1.6,1642
tt1023348,5.7,36
tt10233718,7.2,5342
tt10234084,4.2,67
tt1023441,6.3,6852
tt10234450,2.8,304
